time_ms	encoder	transmitted_g	preload_g	percent_cycle
139350	631644	209.64	-76336.34	168.44
139451	632369	211.79	-76336.33	168.63
139551	633149	213.84	-76336.34	168.84
139651	633927	215.38	-76336.33	169.05
139751	634646	217.57	-76336.34	169.24
139852	635373	218.97	-76336.33	169.43
139952	636099	219.90	-76336.34	169.63
140052	636794	220.92	-76336.33	169.81
140152	637560	222.41	-76336.34	170.02
140253	638295	224.33	-76336.33	170.21
140353	639050	225.81	-76336.34	170.41
140454	639820	226.48	-76336.33	170.62
140553	640579	226.87	-76336.34	170.82
140654	641390	227.21	-76336.33	171.04
140754	642163	227.62	-76336.34	171.24
140854	642895	228.14	-76336.33	171.44
140954	643664	228.26	-76336.34	171.64
141055	644411	229.00	-76336.33	171.84
141155	645173	230.73	-76336.34	172.05
141256	645896	232.32	-76336.33	172.24
141356	646547	233.86	-76336.34	172.41
141457	647211	235.57	-76336.33	172.59
141556	647929	237.41	-76336.34	172.78
141657	648595	238.00	-76336.33	172.96
141757	649296	238.78	-76336.34	173.15
141857	650055	240.20	-76336.33	173.35
141957	650751	241.56	-76336.34	173.53
142058	651543	242.59	-76336.33	173.74
142158	652323	244.05	-76336.34	173.95
142259	653097	245.60	-76336.33	174.16
142359	653866	247.18	-76336.34	174.36
142459	654560	248.98	-76336.33	174.55
142559	655321	249.45	-76336.34	174.75
142660	656113	249.15	-76336.33	174.96
142760	656806	249.51	-76336.34	175.15
142860	657468	249.87	-76336.33	175.32
142961	658119	250.92	-76336.34	175.50
143061	658751	252.28	-76336.33	175.67
143161	659468	253.68	-76336.34	175.86
143262	660155	255.10	-76336.33	176.04
143361	660802	256.40	-76336.34	176.21
143462	661517	257.24	-76336.33	176.40
143562	662211	258.35	-76336.34	176.59
143663	662954	258.67	-76336.33	176.79
143763	663727	258.81	-76336.34	176.99
143863	664438	260.62	-76336.33	177.18
143963	665166	262.02	-76336.34	177.38
144064	665951	263.26	-76336.33	177.59
144163	666683	264.10	-76336.34	177.78
144264	667438	264.50	-76336.33	177.98
144364	668168	265.68	-76336.34	178.18
144465	668846	267.33	-76336.33	178.36
144565	669551	267.75	-76336.34	178.55
144666	670228	268.24	-76336.33	178.73
144765	670894	268.52	-76336.34	178.91
144866	671581	268.24	-76336.33	179.09
144966	672227	268.21	-76336.34	179.26
145066	672852	269.26	-76336.33	179.43
145166	673597	269.78	-76336.34	179.63
145267	674333	269.50	-76336.33	179.82
145367	675036	269.97	-76336.34	180.01
145468	675769	270.98	-76336.33	180.21
145568	676435	272.07	-76336.34	180.38
145668	677167	272.22	-76336.33	180.58
145768	677954	272.61	-76336.34	180.79
145869	678639	272.82	-76336.33	180.97
145969	679343	272.84	-76336.34	181.16
146069	680026	272.82	-76336.33	181.34
146169	680713	273.17	-76336.34	181.52
146270	681739	254.50	-76336.33	181.80
146370	682721	103.45	-76336.34	182.06
146470	683729	-10.66	-76336.33	182.33
146570	684758	-16.95	-76336.34	182.60
146671	685834	-16.57	-76336.33	182.89
146771	686852	-15.94	-76336.34	183.16
146872	687919	-15.47	-76336.33	183.45
146972	688953	-14.80	-76336.34	183.72
147072	689994	-14.29	-76336.33	184.00
147172	690997	-14.07	-76336.34	184.27
147273	692052	-13.85	-76336.33	184.55
147372	693043	-13.95	-76336.34	184.81
147473	694038	-14.27	-76336.33	185.08
147573	694991	-15.09	-76336.34	185.33
147674	696034	-15.57	-76336.33	185.61
147774	697025	-15.90	-76336.34	185.87
147875	698018	-16.16	-76336.33	186.14
147974	698978	-15.67	-76336.34	186.39
148075	699994	-14.87	-76336.33	186.67
148175	700974	-14.44	-76336.34	186.93
148275	701984	-14.12	-76336.33	187.20
148375	702977	-13.95	-76336.34	187.46
148476	704012	-13.73	-76336.33	187.74
148576	704958	-13.66	-76336.34	187.99
148677	705908	-13.35	-76336.33	188.24
148777	706866	-13.78	-76336.34	188.50
148877	707859	-13.94	-76336.33	188.76
148978	708807	-14.17	-76336.34	189.02
149078	709798	-14.29	-76336.33	189.28
149178	710789	-14.03	-76336.34	189.54
149278	711820	-13.96	-76336.33	189.82
149378	712791	-14.30	-76336.34	190.08
149479	713807	-14.00	-76336.33	190.35
149579	714800	-14.11	-76336.34	190.61
149680	715777	-14.95	-76336.33	190.87
