time_ms	encoder	transmitted_g	preload_g	percent_cycle
98250	484290	215.53	-128.76	129.14
98253	484334	214.13	-127.66	129.16
98256	484388	216.71	-125.83	129.17
98259	484431	216.85	-129.07	129.18
98262	484481	220.05	-129.49	129.19
98265	484529	218.96	-126.75	129.21
98268	484578	216.69	-127.13	129.22
98272	484628	218.09	-127.46	129.23
98275	484675	218.68	-127.31	129.25
98278	484723	215.81	-128.32	129.26
98281	484771	218.29	-125.16	129.27
98284	484817	218.50	-122.66	129.28
98287	484864	219.84	-123.23	129.30
98290	484911	219.77	-124.53	129.31
98294	484967	221.03	-127.38	129.32
98297	485007	221.93	-128.30	129.34
98300	485060	221.17	-126.36	129.35
98303	485101	218.75	-126.74	129.36
98307	485154	217.83	-125.29	129.37
98309	485195	219.19	-125.79	129.39
98313	485247	219.78	-125.76	129.40
98316	485288	220.23	-127.99	129.41
98319	485342	220.72	-128.97	129.42
98322	485382	219.65	-126.57	129.44
98325	485434	220.59	-123.72	129.45
98328	485476	220.79	-123.75	129.46
98332	485529	222.31	-122.72	129.47
98334	485570	220.46	-125.41	129.49
98338	485626	221.34	-124.71	129.50
98341	485668	221.64	-121.66	129.51
98344	485718	221.21	-122.43	129.52
98347	485769	222.92	-123.39	129.54
98350	485819	221.46	-126.22	129.55
98353	485869	220.46	-126.84	129.57
98356	485919	223.41	-126.42	129.58
98359	485969	223.15	-124.77	129.59
98363	486019	220.63	-125.53	129.61
98366	486070	220.83	-124.32	129.62
98369	486121	223.50	-124.42	129.63
98372	486172	223.42	-122.66	129.65
98375	486224	224.53	-123.18	129.66
98378	486274	225.64	-125.06	129.67
98381	486325	221.26	-123.21	129.69
98384	486374	220.95	-123.91	129.70
98388	486423	224.12	-125.76	129.71
98391	486473	222.41	-126.57	129.73
98394	486523	224.04	-126.87	129.74
98397	486572	226.41	-128.12	129.75
98400	486622	223.31	-127.27	129.77
98403	486671	221.51	-124.88	129.78
98406	486720	220.09	-124.20	129.79
98409	486768	223.73	-124.26	129.80
98413	486816	227.04	-125.74	129.82
98416	486863	222.72	-127.81	129.83
98419	486910	220.80	-128.64	129.84
98422	486956	221.78	-127.26	129.85
98425	487007	223.83	-125.80	129.87
98429	487055	228.76	-125.63	129.88
98432	487102	228.50	-126.33	129.89
98435	487149	222.72	-124.82	129.91
98438	487198	224.57	-123.36	129.92
98441	487244	230.50	-125.32	129.93
98444	487291	233.42	-124.96	129.94
98447	487339	232.68	-123.95	129.96
98450	487385	228.52	-124.51	129.97
98454	487431	226.97	-122.93	129.98
98457	487479	229.08	-123.58	129.99
98460	487525	229.69	-125.32	130.01
98463	487571	230.82	-125.83	130.02
98466	487620	229.48	-125.70	130.03
98469	487668	225.26	-123.09	130.04
98472	487716	226.74	-124.24	130.06
98475	487766	230.55	-124.47	130.07
98479	487815	229.48	-122.17	130.08
98482	487863	229.85	-120.30	130.10
98485	487913	225.69	-120.37	130.11
98488	487961	227.56	-121.27	130.12
98491	488011	229.75	-122.28	130.14
98494	488061	230.12	-120.65	130.15
98497	488111	230.89	-117.11	130.16
98500	488162	230.70	-114.46	130.18
98504	488213	229.44	-116.18	130.19
98507	488264	232.88	-118.08	130.20
98510	488321	236.48	-117.78	130.22
98513	488371	234.85	-119.23	130.23
98516	488420	230.65	-117.04	130.25
98520	488470	231.24	-117.75	130.26
98523	488519	234.67	-117.24	130.27
98526	488568	236.30	-119.03	130.28
98529	488618	234.15	-117.24	130.30
98532	488666	234.37	-116.86	130.31
98535	488713	233.61	-116.83	130.32
98538	488761	231.09	-115.84	130.34
98541	488808	231.83	-115.34	130.35
98545	488854	232.19	-118.03	130.36
98548	488900	232.89	-117.96	130.37
98551	488944	233.35	-118.17	130.39
98554	488988	233.76	-119.51	130.40
98557	489033	236.67	-117.90	130.41
98560	489078	236.73	-118.04	130.42
98563	489123	235.95	-118.99	130.43
98566	489170	234.51	-120.71	130.45
98570	489216	235.22	-121.92	130.46
98573	489262	235.25	-119.58	130.47
98576	489309	238.06	-118.63	130.48
98579	489356	238.10	-116.20	130.49
98582	489402	234.95	-117.83	130.51
98585	489449	232.28	-119.31	130.52
98588	489497	231.24	-117.88	130.53
98591	489543	237.18	-117.20	130.54
98595	489597	238.67	-116.39	130.56
98598	489646	234.57	-116.31	130.57
98601	489695	231.07	-116.26	130.59
98604	489744	232.87	-117.82	130.60
98607	489793	235.82	-118.96	130.61
98611	489841	236.37	-118.38	130.62
98614	489890	236.67	-118.05	130.64
98617	489939	235.42	-118.27	130.65
98620	489986	235.55	-115.26	130.66
98623	490036	234.55	-116.98	130.68
98626	490085	235.22	-118.25	130.69
98629	490134	237.93	-117.74	130.70
98632	490184	238.00	-115.35	130.72
98636	490234	233.65	-115.76	130.73
98639	490283	233.81	-118.37	130.74
98642	490334	240.38	-118.49	130.76
98645	490383	239.89	-118.37	130.77
98648	490431	237.00	-117.89	130.78
98651	490482	236.32	-117.48	130.80
98654	490531	235.60	-113.89	130.81
98657	490580	238.27	-112.29	130.82
98661	490629	239.73	-114.71	130.83
98664	490677	238.91	-112.51	130.85
98667	490724	237.64	-112.49	130.86
98670	490772	236.45	-112.13	130.87
98673	490818	237.53	-110.76	130.88
98676	490864	241.32	-110.53	130.90
98679	490905	242.43	-113.25	130.91
98682	490949	239.93	-112.17	130.92
98685	490993	238.39	-108.32	130.93
98689	491051	240.18	-111.15	130.95
98692	491096	241.50	-112.01	130.96
98695	491142	243.50	-109.67	130.97
98698	491189	240.71	-111.96	130.98
98702	491234	239.23	-114.46	131.00
98705	491279	239.63	-112.43	131.01
98708	491325	239.75	-113.04	131.02
98711	491370	243.01	-111.36	131.03
98714	491414	244.14	-110.86	131.04
98717	491461	239.15	-113.56	131.06
98720	491507	239.97	-113.33	131.07
98723	491552	242.35	-113.09	131.08
98727	491599	245.02	-112.37	131.09
98730	491647	244.34	-109.43	131.11
98733	491695	242.48	-110.80	131.12
98736	491744	241.93	-114.03	131.13
98739	491793	241.51	-112.84	131.14
98742	491841	242.79	-112.49	131.16
98745	491890	242.55	-113.51	131.17
98748	491939	241.87	-115.69	131.18
98751	491987	241.22	-114.81	131.20
98755	492036	241.27	-113.70	131.21
98758	492086	242.44	-111.77	131.22
98761	492136	244.86	-110.36	131.24
98764	492180	247.17	-110.33	131.25
98767	492231	244.76	-111.61	131.26
98770	492280	243.73	-110.75	131.27
98773	492331	243.39	-115.49	131.29
98776	492379	241.14	-114.99	131.30
98779	492427	242.97	-112.23	131.31
98782	492477	244.50	-111.84	131.33
98785	492525	243.45	-111.90	131.34
98789	492575	243.96	-109.49	131.35
98792	492625	248.02	-113.10	131.37
98795	492673	247.24	-114.55	131.38
98798	492722	244.65	-113.94	131.39
98801	492771	242.86	-112.06	131.41
98804	492818	242.54	-112.34	131.42
98807	492865	244.87	-111.31	131.43
98810	492912	248.35	-113.43	131.44
98814	492957	248.23	-112.15	131.46
98817	493002	246.63	-108.48	131.47
98821	493061	243.61	-110.13	131.48
98824	493108	247.10	-111.17	131.50
98827	493156	248.84	-111.44	131.51
98830	493205	247.58	-110.83	131.52
98833	493252	244.91	-112.75	131.53
98836	493299	246.29	-111.28	131.55
98839	493348	247.55	-111.46	131.56
98842	493395	249.88	-112.36	131.57
98846	493442	251.64	-112.22	131.58
98848	493485	250.55	-113.63	131.60
98851	493532	245.37	-112.18	131.61
98855	493580	242.18	-109.90	131.62
98858	493629	243.19	-108.44	131.63
98861	493678	248.35	-110.16	131.65
98864	493728	249.46	-111.55	131.66
98867	493778	246.71	-110.97	131.67
98870	493827	246.80	-112.82	131.69
98873	493877	246.75	-112.54	131.70
98876	493926	251.64	-112.69	131.71
98880	493975	256.27	-112.01	131.73
98883	494025	252.43	-112.08	131.74
98886	494076	247.83	-109.28	131.75
98889	494127	247.67	-107.09	131.77
98892	494179	252.35	-110.56	131.78
98895	494230	253.52	-111.75	131.79
98898	494282	249.66	-110.88	131.81
98901	494333	248.15	-108.64	131.82
98905	494383	253.02	-109.72	131.84
98908	494432	254.40	-111.71	131.85
98911	494482	253.60	-109.35	131.86
98914	494531	255.19	-109.44	131.87
98917	494581	255.01	-113.63	131.89
98920	494630	254.33	-109.36	131.90
98923	494678	254.01	-107.17	131.91
98926	494726	259.15	-109.47	131.93
98930	494774	257.42	-112.36	131.94
98933	494825	253.03	-111.33	131.95
98936	494871	250.55	-109.52	131.97
98939	494917	251.72	-110.04	131.98
98942	494960	255.28	-112.49	131.99
98946	495004	254.90	-115.62	132.00
98949	495051	254.39	-114.40	132.01
98952	495096	253.34	-113.17	132.03
98955	495142	252.35	-114.23	132.04
98958	495189	256.82	-112.53	132.05
98961	495235	259.55	-112.07	132.06
98964	495281	259.19	-112.68	132.07
98967	495329	255.88	-109.54	132.09
98971	495375	253.32	-110.51	132.10
98974	495421	251.58	-111.16	132.11
98977	495469	255.00	-112.60	132.13
98980	495516	256.38	-112.23	132.14
98983	495562	256.89	-110.91	132.15
98986	495610	254.80	-109.76	132.16
98989	495658	252.82	-114.06	132.18
98992	495707	254.22	-115.63	132.19
98996	495756	255.41	-114.10	132.20
98999	495804	253.87	-110.76	132.21
99002	495851	252.86	-113.08	132.23
99005	495900	255.57	-114.87	132.24
99008	495947	256.49	-116.97	132.25
99011	495994	256.84	-118.98	132.27
99014	496043	257.55	-115.21	132.28
99018	496097	255.98	-113.05	132.29
99021	496145	254.98	-113.50	132.31
99024	496194	256.69	-111.79	132.32
99027	496242	256.93	-111.20	132.33
99030	496290	257.83	-111.30	132.34
99033	496339	252.16	-113.57	132.36
99037	496386	250.36	-114.34	132.37
99040	496433	252.99	-114.51	132.38
99043	496482	253.91	-114.29	132.40
99046	496530	258.13	-113.97	132.41
99049	496578	257.85	-112.54	132.42
99052	496626	254.31	-113.04	132.43
99055	496673	253.83	-115.18	132.45
99058	496720	256.10	-114.21	132.46
99062	496767	258.50	-113.80	132.47
99065	496812	258.30	-114.04	132.48
99068	496858	256.28	-113.60	132.50
99071	496904	252.01	-117.75	132.51
99074	496949	254.24	-118.16	132.52
99077	496993	258.36	-116.50	132.53
99080	497039	256.59	-117.11	132.54
99083	497085	253.52	-118.90	132.56
99087	497131	254.41	-114.49	132.57
99090	497178	255.46	-114.08	132.58
99093	497224	258.41	-117.85	132.59
99096	497269	258.71	-117.14	132.61
99099	497316	259.74	-115.58	132.62
99102	497363	258.53	-115.79	132.63
99106	497413	256.32	-114.74	132.64
99109	497460	256.55	-114.28	132.66
99112	497506	258.66	-116.42	132.67
99115	497550	262.10	-117.32	132.68
99118	497597	258.58	-117.07	132.69
99121	497645	257.70	-119.67	132.71
99124	497692	257.31	-118.78	132.72
99128	497740	257.20	-116.55	132.73
99131	497788	258.27	-116.49	132.74
99134	497835	257.80	-115.64	132.76
99137	497883	259.20	-114.74	132.77
99140	497930	256.26	-116.84	132.78
99143	497977	255.84	-118.11	132.79
99146	498025	259.73	-116.44	132.81
99149	498074	260.38	-113.83	132.82
99153	498122	258.67	-114.81	132.83
99156	498172	261.24	-116.58	132.85
99159	498221	262.89	-116.21	132.86
99162	498269	261.98	-115.82	132.87
99165	498318	260.35	-116.59	132.88
99168	498365	259.35	-118.51	132.90
99171	498412	258.44	-116.79	132.91
99174	498459	259.53	-114.07	132.92
99178	498507	260.33	-114.59	132.94
99181	498553	259.26	-115.67	132.95
99184	498601	259.40	-114.42	132.96
99187	498648	258.97	-114.52	132.97
99190	498700	260.83	-113.26	132.99
99194	498746	263.72	-116.16	133.00
99197	498792	261.78	-114.91	133.01
99200	498836	261.88	-116.78	133.02
99203	498881	261.51	-116.70	133.03
99206	498925	261.42	-114.25	133.05
99209	498968	262.18	-115.55	133.06
99212	499011	258.45	-116.00	133.07
99215	499056	256.66	-115.86	133.08
99219	499101	257.65	-114.25	133.09
99222	499146	259.65	-116.97	133.11
99225	499191	262.02	-115.40	133.12
99228	499236	263.94	-117.23	133.13
99231	499280	264.24	-116.03	133.14
99234	499325	262.16	-115.92	133.15
99237	499369	257.54	-117.49	133.17
99240	499412	259.03	-115.73	133.18
99244	499457	264.85	-115.80	133.19
99247	499502	264.19	-114.44	133.20
99250	499545	259.84	-115.89	133.21
99253	499591	259.98	-119.05	133.22
99256	499638	260.99	-117.58	133.24
99259	499684	263.38	-118.97	133.25
99262	499731	264.55	-118.33	133.26
99265	499779	262.57	-117.17	133.27
99269	499825	262.04	-112.49	133.29
99272	499872	261.27	-113.51	133.30
99275	499919	262.92	-115.87	133.31
99278	499971	262.26	-114.39	133.33
99281	500018	263.68	-116.36	133.34
99285	500067	262.24	-118.06	133.35
99288	500114	263.66	-114.29	133.36
99291	500163	262.24	-114.91	133.38
99294	500212	261.75	-115.22	133.39
99297	500260	262.37	-113.88	133.40
99300	500309	263.93	-112.89	133.42
99303	500358	262.16	-114.11	133.43
99306	500404	259.76	-113.96	133.44
99310	500452	263.72	-112.51	133.45
99313	500500	266.75	-114.76	133.47
99316	500546	267.26	-115.44	133.48
99319	500594	265.07	-114.63	133.49
99322	500642	263.76	-111.60	133.50
99325	500688	266.55	-112.59	133.52
99328	500735	267.26	-114.00	133.53
99331	500782	267.81	-116.54	133.54
99335	500827	264.82	-116.24	133.55
99338	500873	263.79	-112.28	133.57
99341	500918	262.88	-110.16	133.58
99344	500961	262.06	-111.08	133.59
99347	501006	262.78	-112.68	133.60
99350	501052	260.32	-113.27	133.61
99353	501098	258.80	-115.81	133.63
99356	501144	261.79	-118.86	133.64
99360	501191	264.50	-116.99	133.65
99363	501242	267.92	-113.21	133.66
99366	501288	266.85	-115.28	133.68
99369	501335	264.95	-112.79	133.69
99372	501380	258.80	-112.91	133.70
99376	501426	263.91	-114.87	133.71
99379	501473	267.58	-110.33	133.73
99382	501519	266.28	-114.34	133.74
99385	501564	264.61	-115.41	133.75
99388	501612	262.73	-115.58	133.76
99391	501659	266.35	-116.19	133.78
99394	501706	269.20	-113.27	133.79
99397	501755	267.16	-111.44	133.80
99401	501802	264.82	-113.34	133.81
99404	501849	261.81	-112.77	133.83
99407	501897	262.27	-109.61	133.84
99410	501944	267.16	-112.71	133.85
99413	501991	263.33	-113.49	133.86
99416	502040	259.61	-111.73	133.88
99419	502088	260.96	-110.97	133.89
99422	502137	261.95	-111.48	133.90
99426	502187	265.70	-112.03	133.92
99429	502237	266.25	-111.46	133.93
99432	502287	265.47	-113.10	133.94
99435	502337	262.37	-111.82	133.96
99438	502385	263.43	-109.92	133.97
99441	502433	266.41	-108.71	133.98
99444	502483	266.55	-109.72	134.00
99448	502537	266.33	-111.27	134.01
99451	502585	266.05	-109.77	134.02
99454	502633	264.07	-109.60	134.04
99457	502680	266.36	-107.90	134.05
99460	502727	270.13	-108.84	134.06
99463	502773	268.21	-108.19	134.07
99467	502818	267.06	-108.40	134.08
99470	502863	265.76	-108.46	134.10
99473	502908	263.80	-108.73	134.11
99476	502951	265.22	-111.17	134.12
99479	502994	266.93	-112.89	134.13
99482	503040	263.83	-109.83	134.14
99485	503085	262.26	-111.09	134.16
99488	503130	262.75	-111.56	134.17
99492	503176	263.32	-111.18	134.18
99495	503222	264.10	-113.89	134.19
99498	503266	264.42	-112.80	134.20
99501	503313	265.22	-108.77	134.22
99504	503359	262.72	-109.60	134.23
99507	503403	263.43	-108.97	134.24
99510	503449	263.15	-111.75	134.25
99513	503496	262.54	-110.43	134.27
99517	503541	265.27	-110.44	134.28
99520	503587	265.63	-109.79	134.29
99523	503636	264.84	-108.38	134.30
99526	503683	268.54	-110.54	134.32
99529	503732	268.40	-109.58	134.33
99533	503787	266.30	-110.32	134.34
99536	503834	268.43	-111.11	134.36
99539	503882	267.27	-108.79	134.37
99542	503931	265.23	-108.80	134.38
99545	503979	267.50	-111.08	134.39
99548	504029	265.93	-110.46	134.41
99551	504079	265.74	-110.19	134.42
99554	504129	266.93	-108.84	134.43
99558	504180	268.98	-108.12	134.45
99561	504230	268.09	-107.53	134.46
99564	504279	270.20	-106.66	134.47
99567	504329	266.89	-107.96	134.49
99570	504378	266.05	-107.77	134.50
99573	504425	265.93	-109.22	134.51
99576	504475	268.58	-110.90	134.53
99579	504524	267.70	-112.20	134.54
99583	504572	269.12	-110.12	134.55
99586	504622	265.85	-110.31	134.57
99589	504670	264.04	-108.86	134.58
99592	504718	268.22	-109.69	134.59
99595	504766	271.20	-110.99	134.60
99598	504813	269.75	-109.27	134.62
99601	504860	268.27	-108.46	134.63
99604	504906	268.57	-109.36	134.64
99608	504951	267.48	-110.59	134.65
99611	504996	270.63	-107.53	134.67
99614	505042	272.07	-108.72	134.68
99617	505094	268.24	-109.91	134.69
99620	505140	266.59	-107.66	134.70
99624	505187	268.13	-107.16	134.72
99627	505233	269.06	-107.92	134.73
99630	505278	266.97	-111.02	134.74
99633	505325	266.88	-110.63	134.75
99636	505370	263.94	-107.36	134.77
99639	505414	264.53	-109.23	134.78
99642	505460	267.26	-108.25	134.79
99645	505505	269.27	-108.55	134.80
99649	505550	270.46	-109.78	134.81
99652	505597	270.62	-108.26	134.83
99655	505644	273.10	-109.80	134.84
99658	505692	271.45	-107.26	134.85
99661	505740	269.63	-109.66	134.86
99664	505788	269.33	-111.14	134.88
99667	505835	267.62	-109.51	134.89
99670	505883	267.05	-107.64	134.90
99674	505931	267.43	-105.47	134.91
99677	505978	273.69	-108.66	134.93
99680	506027	274.57	-106.89	134.94
99683	506076	271.76	-102.68	134.95
99686	506124	268.84	-100.30	134.97
99689	506173	267.92	-102.00	134.98
99692	506222	270.71	-103.08	134.99
99695	506270	274.29	-101.24	135.01
99699	506319	272.68	-102.32	135.02
99702	506366	272.67	-103.09	135.03
99705	506418	272.45	-103.23	135.04
99708	506466	271.45	-103.11	135.06
99711	506513	269.71	-100.48	135.07
99715	506559	270.28	-97.91	135.08
99718	506606	270.96	-99.08	135.09
99721	506652	268.00	-99.20	135.11
99724	506697	269.21	-103.41	135.12
99727	506743	273.38	-105.88	135.13
99730	506788	273.84	-102.98	135.14
99733	506832	270.53	-100.44	135.16
99736	506877	266.62	-101.16	135.17
99740	506922	270.32	-102.46	135.18
99743	506965	273.32	-103.65	135.19
99746	507009	275.84	-101.42	135.20
99749	507055	273.39	-102.28	135.21
99752	507101	271.47	-100.80	135.23
99755	507147	272.10	-102.12	135.24
99758	507194	275.14	-102.68	135.25
99761	507240	275.52	-102.16	135.26
99765	507286	277.82	-101.06	135.28
99768	507333	277.31	-103.19	135.29
99771	507379	274.37	-102.53	135.30
99774	507424	274.13	-100.05	135.31
99777	507472	274.56	-97.43	135.33
99780	507519	277.56	-99.08	135.34
99783	507565	280.56	-99.14	135.35
99786	507613	275.36	-99.59	135.36
99790	507667	271.80	-98.98	135.38
99793	507714	272.72	-97.81	135.39
99796	507762	275.60	-99.18	135.40
99799	507809	277.87	-96.95	135.42
99802	507855	277.80	-99.07	135.43
99806	507903	276.91	-98.13	135.44
99809	507950	276.68	-98.20	135.45
99812	507996	275.38	-96.88	135.47
99815	508044	276.99	-96.61	135.48
99818	508092	273.39	-98.03	135.49
99821	508139	273.50	-100.55	135.50
99824	508189	276.81	-99.54	135.52
99827	508237	279.29	-97.14	135.53
99831	508286	283.16	-97.73	135.54
99834	508335	284.73	-98.87	135.56
99837	508383	282.39	-99.72	135.57
99840	508430	280.85	-98.62	135.58
99843	508479	282.91	-97.08	135.59
99846	508527	282.86	-97.78	135.61
99849	508574	280.17	-97.32	135.62
99852	508622	279.04	-96.71	135.63
99856	508668	276.08	-95.75	135.64
99859	508714	277.32	-95.49	135.66
99862	508761	279.49	-96.15	135.67
99865	508806	280.68	-96.36	135.68
99868	508851	274.88	-97.75	135.69
99871	508897	278.38	-97.31	135.71
99875	508946	281.42	-97.81	135.72
99878	508988	282.24	-98.36	135.73
99881	509033	279.84	-98.21	135.74
99884	509078	278.50	-98.84	135.75
99887	509122	278.37	-100.66	135.77
99890	509168	280.02	-99.34	135.78
99893	509212	285.32	-97.02	135.79
99897	509256	286.74	-95.40	135.80
99900	509300	283.80	-96.57	135.81
99903	509345	282.44	-96.60	135.83
99906	509389	283.58	-96.81	135.84
99909	509433	283.27	-96.87	135.85
99912	509479	282.91	-98.99	135.86
99915	509523	280.60	-98.56	135.87
99918	509568	282.25	-96.48	135.88
99922	509615	283.27	-97.58	135.90
99925	509661	284.57	-100.92	135.91
99928	509707	284.89	-101.02	135.92
99931	509755	284.55	-99.21	135.93
99934	509802	283.73	-98.40	135.95
99937	509848	280.90	-99.32	135.96
99940	509895	283.23	-96.74	135.97
99943	509942	284.51	-94.95	135.98
99947	509988	283.71	-96.72	136.00
99950	510035	285.03	-95.44	136.01
99953	510083	285.08	-91.86	136.02
99956	510130	283.30	-91.16	136.03
99959	510179	285.00	-94.30	136.05
99963	510234	287.41	-94.28	136.06
99966	510282	288.79	-96.25	136.08
99969	510331	287.17	-95.42	136.09
99972	510378	282.03	-95.60	136.10
99975	510425	282.85	-96.71	136.11
99978	510473	286.39	-95.63	136.13
99981	510521	287.98	-92.97	136.14
99984	510568	287.55	-95.94	136.15
99988	510617	286.63	-95.97	136.16
99991	510665	285.25	-94.54	136.18
99994	510712	284.84	-93.75	136.19
99997	510761	287.13	-94.10	136.20
100000	510807	288.70	-90.44	136.22
100003	510853	286.05	-89.19	136.23
100006	510900	283.91	-89.94	136.24
100009	510945	286.03	-95.36	136.25
100013	510988	288.22	-94.40	136.26
100016	511035	286.91	-88.61	136.28
100019	511081	285.15	-88.69	136.29
100022	511127	285.43	-87.59	136.30
100025	511174	285.75	-88.20	136.31
100028	511220	288.09	-88.73	136.33
100031	511265	289.55	-90.00	136.34
100034	511311	287.99	-88.86	136.35
100038	511357	287.00	-89.22	136.36
100041	511402	285.31	-89.35	136.37
100044	511448	288.54	-88.07	136.39
100047	511500	289.21	-86.50	136.40
100051	511556	287.70	-87.23	136.41
100054	511604	288.11	-87.95	136.43
100058	511664	289.97	-88.18	136.44
100061	511706	292.32	-89.32	136.45
100065	511761	293.89	-87.29	136.47
100067	511803	291.12	-85.17	136.48
100071	511857	292.52	-84.94	136.50
100074	511900	294.04	-88.26	136.51
100077	511954	293.39	-88.09	136.52
100080	511996	292.86	-85.48	136.53
100083	512053	292.48	-84.25	136.55
100086	512096	292.38	-87.79	136.56
100090	512152	291.77	-82.96	136.57
100092	512196	294.94	-82.22	136.59
100096	512253	294.06	-82.03	136.60
100099	512297	293.24	-82.00	136.61
100102	512353	293.20	-81.66	136.63
100105	512395	291.49	-82.42	136.64
100108	512451	290.55	-83.88	136.65
100111	512494	294.17	-84.58	136.67
100115	512549	296.36	-83.56	136.68
100117	512593	291.29	-82.84	136.69
100121	512649	293.27	-80.15	136.71
100124	512691	295.25	-82.18	136.72
100127	512745	297.98	-84.36	136.73
100130	512787	299.30	-85.02	136.74
100133	512834	294.24	-85.19	136.76
100136	512882	292.68	-83.97	136.77
100139	512929	295.67	-81.12	136.78
100142	512974	293.61	-79.03	136.79
100145	513021	296.82	-80.12	136.81
100149	513069	295.62	-80.49	136.82
100152	513116	296.28	-81.35	136.83
100155	513164	296.81	-82.44	136.84
100158	513212	298.21	-81.41	136.86
100161	513259	297.86	-83.80	136.87
100164	513307	298.27	-84.90	136.88
100167	513354	298.57	-81.96	136.89
100170	513401	301.63	-78.92	136.91
100174	513448	299.88	-79.00	136.92
100177	513495	297.65	-81.01	136.93
